artist,title,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,genre
Justin Quiles;Robin Schulz,AEIOU,0.689,0.856,0.0813,0.0493,0.0,0.232,0.706,rap
Jordan Sandhu;Arjan virk,Do Vaari Jatt,0.695,0.727,0.181,0.221,0.0,0.0911,0.616,rap
Justin Quiles;Robin Schulz,AEIOU,0.689,0.856,0.0813,0.0493,0.0,0.232,0.706,rap
Justin Quiles;Robin Schulz,AEIOU,0.689,0.856,0.0813,0.0493,0.0,0.232,0.706,rap
XXXTENTACION,Ex Bitch,0.835,0.462,0.155,0.513,0.0,0.0875,0.702,rap
Dr. Dre;Snoop Dogg,Still D.R.E.,0.816,0.775,0.234,0.16,0.00031,0.0543,0.527,rap
HRJXT;Intense,angels,0.721,0.746,0.0637,0.0241,0.0,0.143,0.23,rap
Ram Sampath,"Bhaag D.K. Bose, Aandhi Aayi",0.66,0.926,0.0296,0.0948,0.0,0.248,0.731,rap
Fazilpuria;Afsana Khan,Lala Lori,0.863,0.741,0.194,0.302,0.0,0.215,0.682,rap
DIVINE;Aavrutti;D'Evil;Shah Rule,Vibe Hai,0.646,0.812,0.621,0.237,0.0,0.777,0.829,rap
KR$NA;Raftaar,Saza-E-Maut,0.84,0.837,0.272,0.229,0.0,0.105,0.881,rap
Young Stunners;Talha Anjum;Talhah Yunus,Afsanay,0.816,0.456,0.569,0.529,0.0,0.189,0.534,rap
Vishal Dadlani;Benny Dayal,"Jai Jai Shivshankar (From ""War"")",0.825,0.904,0.0787,0.257,1.21e-05,0.0715,0.528,rap
Karan Aujla,Chithiyaan,0.623,0.638,0.0592,0.322,0.0,0.321,0.659,rap
DIVINE,One Side,0.64,0.813,0.262,0.0418,0.0,0.801,0.553,rap
Karan Aujla,Adhiya,0.753,0.758,0.168,0.0901,0.0,0.0717,0.794,rap
NF,The Search,0.789,0.786,0.297,0.596,0.0,0.0997,0.39,rap
Bobo Shashi,Ye Mantramo,0.764,0.652,0.0896,0.103,0.000107,0.129,0.417,rap
Sidhu Moose Wala;Morrisson,IDGAF (feat. Morrisson),0.771,0.779,0.217,0.251,0.0,0.125,0.535,rap
Sidhu Moose Wala,Dear Mama,0.534,0.592,0.149,0.453,0.0,0.193,0.405,rap
Satinder Sartaaj,Titli,0.723,0.831,0.111,0.543,0.0,0.0755,0.839,rap
Sukhwinder Singh,Gajanana,0.42,0.872,0.0397,0.243,0.0,0.346,0.397,rap
Sachin-Jigar;Arijit Singh;Priya Saraiya,Haareya,0.675,0.392,0.037,0.773,0.0,0.109,0.534,rap
Sukhwinder Singh;Manikka Vinayagam,"Arjunar Villu (From ""Gilli"")",0.766,0.909,0.0693,0.196,0.0,0.106,0.51,rap
The Landers,Swad Kutde,0.853,0.511,0.422,0.188,0.0,0.223,0.795,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Hiphop Tamizha;Sid Sriram,Nee Nenacha,0.329,0.408,0.0629,0.575,0.0,0.115,0.408,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,Coldplay,0.637,0.807,0.0411,0.133,3.89e-06,0.249,0.774,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo;Purple Disco Machine,About Damn Time - Purple Disco Machine Remix,0.8,0.771,0.123,0.0531,0.0,0.229,0.886,rap
Lizzo,Truth Hurts,0.715,0.622,0.111,0.11,0.0,0.123,0.407,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,Special,0.517,0.707,0.0693,0.0164,0.0,0.453,0.264,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo,Truth Hurts,0.715,0.622,0.111,0.11,0.0,0.123,0.407,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo,Truth Hurts,0.715,0.622,0.111,0.11,0.0,0.123,0.407,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo;DaBaby,Truth Hurts - DaBaby Remix,0.706,0.627,0.202,0.193,0.0,0.126,0.38,rap
Lizzo;Two Stacks,Good as Hell - Two Stacks Remix,0.512,0.854,0.054,0.000778,0.0069,0.195,0.514,rap
Lizzo;DaBaby,Truth Hurts - DaBaby Remix,0.706,0.627,0.202,0.193,0.0,0.126,0.38,rap
Seedhe Maut;MC STAN,Nanchaku,0.81,0.66,0.316,0.141,0.0,0.173,0.443,rap
Badshah,Tabahi,0.719,0.861,0.0369,0.0881,0.00109,0.126,0.814,rap
Anirudh Ravichander,Baitikochi Chuste,0.588,0.443,0.0694,0.583,0.0,0.136,0.642,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy,On the Low,0.816,0.781,0.0425,0.692,0.00928,0.0835,0.937,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy;Wizkid,B. D’OR,0.873,0.658,0.108,0.00858,0.0061,0.0999,0.483,rap
Burna Boy;Wizkid,B. D’OR,0.873,0.658,0.108,0.00858,0.0061,0.0999,0.483,rap
Offset;Cardi B,Clout,0.919,0.622,0.0997,0.23,4.24e-06,0.122,0.423,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo,Grrrls,0.889,0.449,0.293,0.0313,0.0,0.0581,0.911,rap
Burna Boy;Wizkid,B. D’OR,0.873,0.658,0.108,0.00858,0.0061,0.0999,0.483,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Burna Boy,23 (Mixed),0.688,0.541,0.217,0.178,0.127,0.252,0.731,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Lizzo,Grrrls,0.889,0.449,0.293,0.0313,0.0,0.0581,0.911,rap
Burna Boy;Stormzy,Real Life (Mixed),0.437,0.592,0.299,0.181,6.45e-06,0.331,0.632,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Burna Boy,Money Play (Mixed),0.857,0.8,0.209,0.228,0.00517,0.298,0.488,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo,Special,0.517,0.707,0.0693,0.0164,0.0,0.453,0.264,rap
Lizzo,Special,0.517,0.707,0.0693,0.0164,0.0,0.453,0.264,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo;DaBaby,Truth Hurts - DaBaby Remix,0.706,0.627,0.202,0.193,0.0,0.126,0.38,rap
Lizzo;Purple Disco Machine,About Damn Time - Purple Disco Machine Remix,0.8,0.771,0.123,0.0531,0.0,0.229,0.886,rap
Lizzo,About Damn Time,0.836,0.743,0.0656,0.0995,0.0,0.335,0.722,rap
Burna Boy,"My Money, My Baby - From ""Queen & Slim: The Soundtrack""",0.857,0.664,0.0856,0.00519,0.000492,0.134,0.637,rap
Burna Boy,Rock Your Body,0.801,0.623,0.0982,0.107,0.00393,0.0853,0.801,rap
Benny Dayal;Madurai Soulijos,Sirikkalam Parakkalam,0.703,0.834,0.0508,0.0396,1.32e-06,0.178,0.537,rap
Lizzo,Truth Hurts,0.715,0.622,0.111,0.11,0.0,0.123,0.407,rap
Lizzo,2 Be Loved (Am I Ready),0.721,0.769,0.105,0.0922,0.0,0.0817,0.915,rap
Lizzo;Pink Panda,Boys - Pink Panda Remix,0.853,0.938,0.0955,0.0369,0.00113,0.545,0.848,rap
Lizzo,Good as Hell,0.682,0.919,0.0874,0.256,0.0,0.443,0.535,rap
Lizzo;DaBaby,Truth Hurts - DaBaby Remix,0.706,0.627,0.202,0.193,0.0,0.126,0.38,rap
Akull,Laal Bindi,0.745,0.599,0.0459,0.407,0.0,0.162,0.283,rap
Don Omar;Lucenzo,Danza Kuduro,0.699,0.917,0.115,0.078,0.0,0.065,0.889,rap
DIVINE,Teesri Manzil,0.668,0.88,0.261,0.217,1.95e-06,0.114,0.399,rap
Tegi Pannu;Manni Sandhu,Shinin',0.722,0.673,0.154,0.492,0.0,0.114,0.919,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Sidhu Moose Wala;Sonam Bajwa,Jatti Jeone Morh Wargi,0.806,0.777,0.237,0.122,2.81e-05,0.0725,0.803,rap
Bilal Saeed;Romee Khan,Snapchat Story,0.808,0.811,0.0448,0.163,0.0,0.148,0.753,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy;Stormzy,Real Life,0.488,0.572,0.0901,0.138,0.000235,0.27,0.415,rap
Burna Boy;Stormzy,Real Life,0.488,0.572,0.0901,0.138,0.000235,0.27,0.415,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Big Sean;Hit-Boy,Chaos,0.652,0.66,0.0364,0.000724,0.000963,0.134,0.255,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Wazir Patar;Roop Bhullar,Chup Chup,0.815,0.676,0.385,0.0664,0.0,0.0578,0.836,rap
Burna Boy;Stormzy,Real Life,0.594,0.568,0.0701,0.147,4.01e-05,0.339,0.407,rap
Burna Boy;Wizkid,B. D’OR,0.873,0.658,0.108,0.00858,0.0061,0.0999,0.483,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy;Blxst;Kehlani,Solid,0.554,0.509,0.339,0.149,1.86e-05,0.094,0.718,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Big Sean;Hit-Boy;A$AP Ferg,Bezerk,0.684,0.687,0.201,0.0164,0.0,0.253,0.265,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Burna Boy;Wizkid,B. D’OR,0.873,0.658,0.108,0.00858,0.0061,0.0999,0.483,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Big Sean;Hit-Boy,Chaos,0.652,0.66,0.0364,0.000724,0.000963,0.134,0.255,rap
Burna Boy,Onyeka (Baby) (Mixed),0.781,0.728,0.1,0.179,0.000206,0.73,0.363,rap
Big Sean;Hit-Boy,Chaos,0.652,0.66,0.0364,0.000724,0.000963,0.134,0.255,rap
Prabh Gill,Adore You,0.708,0.631,0.196,0.646,0.0,0.342,0.851,rap
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",0.686,0.735,0.264,0.00921,0.00066,0.342,0.0596,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Burna Boy,Last Last,0.795,0.565,0.0948,0.131,0.0,0.0802,0.55,rap
Big Sean;E-40,I Don't Fuck With You,0.824,0.733,0.0614,0.0362,0.0,0.325,0.395,rap
Burna Boy;Lily Allen,Heaven's Gate,0.845,0.854,0.197,0.0376,1.45e-05,0.343,0.636,rap
Big Sean;E-40,I Don't Fuck With You,0.824,0.733,0.0614,0.0362,0.0,0.325,0.395,rap
Burna Boy;Ed Sheeran,For My Hand,0.87,0.479,0.165,0.161,0.000157,0.209,0.717,rap
Don Omar,Guaya Guaya,0.787,0.872,0.143,0.0067,0.000193,0.136,0.696,rap
Don Omar,Guaya Guaya,0.787,0.872,0.143,0.0067,0.000193,0.136,0.696,rap
Don Omar,Guaya Guaya,0.787,0.872,0.143,0.0067,0.000193,0.136,0.696,rap
Badshah;Amaal Mallik;Fazilpuria;Sukriti Kakar;Neha Kakkar,Kar Gayi Chull,0.827,0.737,0.0764,0.0316,0.000322,0.211,0.873,rap
Miss Pooja;Millind Gaba,Sohnea,0.757,0.745,0.038,0.395,0.0,0.308,0.598,rap
Badshah,Chamkeela Chehra,0.696,0.854,0.0318,0.268,0.0,0.219,0.921,rap
Anirudh Ravichander,"Nenjame (From ""Doctor"")",0.45,0.647,0.0835,0.26,5.8e-05,0.402,0.122,rap
Anirudh Ravichander,Udhungada Sangu,0.509,0.791,0.0925,0.216,0.0,0.0576,0.798,rap
Don Omar,Salió El Sol,0.886,0.708,0.0911,0.107,0.0114,0.044,0.965,rap
Anirudh Ravichander;Sid Sriram,Yennai Maatrum Kadhale,0.515,0.766,0.0941,0.464,3.12e-06,0.136,0.346,rap
Amrit Maan;Tehjeeb Hafi,Allah Maaf Kre,0.544,0.501,0.0625,0.455,0.0,0.108,0.517,rap
Sukhwinder Singh;Bhoomi Trivedi;Karsan Sagathia,Udi Udi Jaye,0.507,0.752,0.19,0.52,0.0,0.258,0.953,rap
Don Omar;Plan B,Hooka,0.733,0.859,0.146,0.0431,0.0,0.822,0.845,rap
Don Omar,Dile,0.822,0.744,0.094,0.173,7.03e-05,0.0692,0.747,rap
Moneybagg Yo,Said Sum,0.929,0.667,0.353,0.0185,0.0,0.1,0.274,rap
Don Omar,Vacilón,0.734,0.519,0.0824,0.00814,0.141,0.311,0.685,rap
Moneybagg Yo;Big Homiie G,Gave It,0.823,0.603,0.393,0.00212,4.27e-06,0.245,0.225,rap
Don Omar,Salió El Sol,0.886,0.708,0.0911,0.107,0.0114,0.044,0.965,rap
Don Omar,Guaya Guaya,0.787,0.872,0.143,0.0067,0.000193,0.136,0.696,rap
Don Omar,Guaya Guaya,0.787,0.872,0.143,0.0067,0.000193,0.136,0.696,rap
Don Omar,Salió El Sol,0.886,0.708,0.0911,0.107,0.0114,0.044,0.965,rap
Don Omar;Zion & Lennox,Te Quiero Pa´Mi,0.765,0.816,0.0595,0.124,8.19e-05,0.197,0.624,rap
Don Omar,Bomba,0.661,0.576,0.485,0.026,0.0,0.0623,0.924,rap
Don Omar;Alexis y Fido,No Te Vayas,0.635,0.731,0.06,0.163,7.61e-06,0.0874,0.611,rap
Don Omar,Guaya Guaya,0.787,0.872,0.143,0.0067,0.000193,0.136,0.696,rap
Don Omar;Plan B,Hooka,0.733,0.859,0.146,0.0431,0.0,0.822,0.845,rap
Don Omar,Zumba,0.718,0.891,0.0404,0.00175,0.0146,0.138,0.828,rap
Don Omar,Pobre Diabla,0.741,0.787,0.0525,0.217,0.0179,0.0835,0.771,rap
Don Omar,Dile,0.822,0.744,0.094,0.173,7.03e-05,0.0692,0.747,rap
Don Omar,Salió El Sol,0.886,0.708,0.0911,0.107,0.0114,0.044,0.965,rap
Don Omar,Salió El Sol,0.886,0.708,0.0911,0.107,0.0114,0.044,0.965,rap
Moneybagg Yo,Least Ian Lie,0.896,0.517,0.389,0.112,0.0,0.117,0.816,rap
Don Omar,Pobre Diabla,0.741,0.787,0.0525,0.217,0.0179,0.0835,0.771,rap
Don Omar,Pobre Diabla,0.741,0.787,0.0525,0.217,0.0179,0.0835,0.771,rap
Don Omar,Guaya Guaya,0.787,0.872,0.143,0.0067,0.000193,0.136,0.696,rap
Don Omar;Alexis y Fido,No Te Vayas,0.635,0.731,0.06,0.163,7.61e-06,0.0874,0.611,rap
Don Omar,Salió El Sol,0.886,0.708,0.0911,0.107,0.0114,0.044,0.965,rap
Don Omar,Salió El Sol,0.886,0.708,0.0911,0.107,0.0114,0.044,0.965,rap
Don Omar;Sharlene Taule,Encanto,0.744,0.871,0.0499,0.145,0.000498,0.0752,0.902,rap
Don Omar;Zion & Lennox,Te Quiero Pa´Mi,0.765,0.816,0.0595,0.124,8.19e-05,0.197,0.624,rap
Don Omar,Pobre Diabla,0.741,0.787,0.0525,0.217,0.0179,0.0835,0.771,rap
Don Omar;Nio Garcia,Se Menea,0.711,0.839,0.117,0.0472,0.0,0.0806,0.932,rap
Don Omar;Zion & Lennox,Te Quiero Pa´Mi,0.765,0.816,0.0595,0.124,8.19e-05,0.197,0.624,rap
Don Omar;Zion & Lennox,Te Quiero Pa´Mi,0.765,0.816,0.0595,0.124,8.19e-05,0.197,0.624,rap
Don Omar;Lucenzo,Danza Kuduro,0.7,0.917,0.115,0.0773,0.0,0.065,0.888,rap
Moneybagg Yo,Least Ian Lie,0.896,0.517,0.389,0.112,0.0,0.117,0.816,rap
Don Omar,Hasta Abajo,0.759,0.885,0.0636,0.351,3.68e-05,0.468,0.673,rap
Don Omar,Dale Don Dale,0.831,0.818,0.0824,0.0245,0.000319,0.0892,0.819,rap
Don Omar;Trebol Clan,Tu Cuerpo Me Arrebata,0.819,0.645,0.0481,0.232,0.000863,0.178,0.724,rap
Don Omar,Dale Don Dale,0.831,0.818,0.0824,0.0245,0.000319,0.0892,0.819,rap
Don Omar,Dale Don Dale,0.831,0.818,0.0824,0.0245,0.000319,0.0892,0.819,rap
Moneybagg Yo;Pooh Shiesty;Lil Durk;EST Gee,Switches & Dracs,0.727,0.647,0.28,0.0329,0.0,0.246,0.529,rap
Don Omar;Juan Magán,No Sigue Modas Aka Ella No Sigue Modas,0.685,0.862,0.0627,0.00757,0.0014,0.0226,0.884,rap
